valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,artists_song
274,2013,133,Thomas Rhett,523,255387,382,0,38qDc4DgEnnkr9UaRI5owP,0.0,8,0.11,-8.386.000.000.000.000,1,Beer With Jesus,46,274,77.925,Thomas Rhett - Beer With Jesus
688,2013,317,Jon Bellion,743,164707,648,1,0WGIBojlsV9GT4A5xwjkE4,0.0,0,402,-51.160.000.000.000.000,1,Eyes To The Sky,48,296,8.593.299.999.999.990,Jon Bellion - Eyes To The Sky
614,2013,899,The Piano Guys,585,224053,439,0,3TgaPzOX2706KUeTyA7DFx,906,0,0.36,-11.409,1,Over the Rainbow / Simple Gifts,52,357,17.005.599.999.999.900,The Piano Guys - Over the Rainbow / Simple Gifts
441,2013,297,Rob Zombie,513,209827,991,0,52XSq4ZU4Wu3IZ2wcaBhhD,1.22e-05,1,471,-3.267,0,We’re An American Band,49,983,120.056,Rob Zombie - We’re An American Band
259,2013,851,Jack Johnson,7.559.999.999.999.990,194053,394,0,0qT9FXLGoiszOVm32v8aaK,3.06e-05,11,826,-8.461,1,Change,47,275,92.94,Jack Johnson - Change
456,2013,189,Mac Miller,7.070.000.000.000.000,178411,738,1,4XCmKekq1HRCsS7BPWsCRx,0.0,10,337,-6.242.000.000.000.000,0,Matches,48,297,138.041,Mac Miller - Matches
573,2013,275,Justin Timberlake,5.720.000.000.000.000,406640,7.709.999.999.999.990,0,79MOydAvZYm8nyyzd6fiVi,0.0,4,473,-5.54,0,Tunnel Vision,53,611,141.88,Justin Timberlake - Tunnel Vision
444,2013,69.599.999.999.999,YG,7.390.000.000.000.000,202945,0.44,0,1h1x0cQH99EbIhDJcNQARF,0.0,2,604,-11.458,1,Idgaf (feat. Will Claye),49,0.72,200.262,YG - Idgaf (feat. Will Claye)
274,2013,0.64,Kacey Musgraves,6.940.000.000.000.000,229987,449,0,0jhixjwmzXDlbaV8Fl2Rvh,2.59e-06,0,349,-9.482,1,I Miss You,48,277,115.998,Kacey Musgraves - I Miss You
544,2013,206,Little Mix,371,235360,795,0,5FiBzGgY8zYSdWN7hWfVz2,0.0,5,181,-5.092,0,Little Me,62,785,79.837,Little Mix - Little Me
335,2013,542,Paramore,495,271027,909,0,6sW6EvagT9ljwokJlG6obt,503,2,363,-5.575,1,Daydreaming,53,525,15.002.700.000.000.000,Paramore - Daydreaming
147,2013,123,Jhené Aiko,612,210773,494,0,7mnJgJhtuBEMRNoERn1OOa,2.7e-05,11,102,-10.365,0,The Vapors,49,606,147.964,Jhené Aiko - The Vapors
368,2013,117,Hopsin,755,257600,0.63,1,7n1y18wPhZv5YxpR6nFBck,0.0,5,124,-5.909,0,I Need Help,49,838,150.141,Hopsin - I Need Help
0.19,2013,979,Glee Cast,0.37,195440,0.12,0,4Vbwap6K56bB5sYnBBD6GY,154,10,816,-12.637,1,Make You Feel My Love (Glee Cast Version),55,335,77.404,Glee Cast - Make You Feel My Love (Glee Cast Version)
349,2013,947,The Piano Guys,542,290307,4.920.000.000.000.000,0,4lAZaMGhx9Di03Vz9tfNzy,851,0,966,-9.389,0,Titanium / Pavane,53,275,127.922,The Piano Guys - Titanium / Pavane
708,2013,202,Eminem,852,317581,934,1,0nzsCN9rtXdugPoiIT49Kj,0.0,11,223,-3.497,0,So Far...,52,365,98.016,Eminem - So Far...
215,2013,815,Gregory Alan Isakov,426,256600,243,0,5SOV1dyQQJx98X4yY17bCI,112,1,134,-13.477,1,The Universe,49,36,125.653,Gregory Alan Isakov - The Universe
338,2013,565,Kid Cudi,485,152240,848,1,0ffKbBrNmmms2LotCUMsGN,0.0,10,197,-4.072,1,Cold Blooded,48,3.229.999.999.999.990,20.105.900.000.000.000,Kid Cudi - Cold Blooded
204,2013,425,J. Cole,512,225867,677,1,2wsBhAFs6Cxk9AGngVpYOK,951,9,142,-7.407,0,Miss America,49,0.14,172.208,J. Cole - Miss America
289,2013,243,Phoenix,326,244813,7.240.000.000.000.000,0,25mldAmMHYzXhDXCxTpTHy,6,0,81,-7.814,1,Chloroform,46,355,137.62,Phoenix - Chloroform
7.040.000.000.000.000,2014,605,5 Seconds of Summer,579,159872,934,0,2d0i3d0vDQXhkhFy2ieQtx,0.0,3,305,-3.422,1,Mrs All American,49,431,132.999,5 Seconds of Summer - Mrs All American
622,2014,382,Logic,677,262560,865,1,3s7SAlA1NPlgddOxZEwmm6,0.0,9,228,-4.254,0,Never Enough,50,604,136.996,Logic - Never Enough
688,2014,106,Wiz Khalifa,469,257773,5.660.000.000.000.000,1,74kniUex3nMuYB60moE59k,0.0,8,136,-7.051,1,Stayin out All Night,52,157,149.631,Wiz Khalifa - Stayin out All Night
203,2014,483,alt-J,465,241546,487,0,4OxtqhSBnOsgGc1yfYAfOn,344,11,951,-8.743,1,Lovely Day (Bonus Track),49,399,97.847,alt-J - Lovely Day (Bonus Track)
696,2014,647,Coldplay,688,228373,705,0,6c6W25YoDGjTq3qSPOga5t,124,6,118,-7.311,1,Ink,61,323,112.019,Coldplay - Ink
235,2014,364,Bastille,649,352969,792,0,2Kl1E3NdbzT7vVi93TffoX,2.87e-05,9,104,-3.505,1,Pompeii - Audien Remix,55,43,128.032,Bastille - Pompeii - Audien Remix
512,2014,218,Chris Brown,7.509.999.999.999.990,228360,627,1,3fLXPbXiezgmbJEEOkT8ve,0.0,8,793,-4.93,1,Came To Do (feat. Akon),56,418,97.987,Chris Brown - Came To Do (feat. Akon)
452,2014,664,Calle 13,5.820.000.000.000.000,215813,443,0,1RIhd7jjWDQwSKsbxxGArN,0.0,2,703,-7.816,1,Ojos Color Sol (feat. Silvio Rodríguez),69,436,78.071,Calle 13 - Ojos Color Sol (feat. Silvio Rodríguez)
0.39,2014,313,Vance Joy,639,224627,894,0,6OFKVE2HZdK3n2tbTDMhn3,4.3e-06,0,168,-7.184,1,First Time,50,142,116.009,Vance Joy - First Time
596,2014,374,Ben Howard,625,317933,494,0,2Viw81MZJPsOjODAz4A5nW,308,0,713,-12.597,0,She Treats Me Well,61,393,79.589,Ben Howard - She Treats Me Well
0.37,2014,453,Ariana Grande,381,233720,631,0,3hgl7EQwTutSm6PESsB7gZ,0.0,0,129,-5.886,1,You Don't Know Me,55,262,170.187,Ariana Grande - You Don't Know Me
908,2014,24,Ed Sheeran,767,205133,449,0,2VmA7bm5ECiYZfw7x4Nzku,299,8,151,-7.158,0,Runaway,59,364,95.03,Ed Sheeran - Runaway
0.32,2014,165,Pitbull,0.66,203160,685,0,2J4Alm5zUad4hB5bY2HhtV,0.0,2,442,-6.658,1,Wild Wild Love (feat. G.R.L.),56,477,119.991,Pitbull - Wild Wild Love (feat. G.R.L.)
551,2014,834,Clean Bandit,0.63,219692,848,0,59swFMbWuPBEJLnJyUGo2Q,4.34e-06,0,205,-4.592,1,Real Love,47,428,124.987,Clean Bandit - Real Love
522,2014,275,fun.,626,210373,703,0,4orHVYvdG5v4G4bmp2Lwdg,1.66e-06,11,903,-5.247.000.000.000.000,1,Sight of the Sun - Single Version,52,306,92.054,fun. - Sight of the Sun - Single Version
338,2014,404,Tim McGraw,0.54,197227,495,0,5FIb3CWPjub8C5Yu2IxzTj,11,5,124,-6.386,1,Diamond Rings And Old Barstools,48,268,70.997,Tim McGraw - Diamond Rings And Old Barstools
0.96,2014,638,Cartel De Santa,807,234200,6.990.000.000.000.000,1,0Eeqmb7Z1U0T11yBNTvDoT,0.0,7,927,-4.555,1,Es de Ley (feat. Draw),61,217,144.018,Cartel De Santa - Es de Ley (feat. Draw)
218,2014,122,Young Money,0.85,160747,466,1,4aoTZHeWFCbquvIBhAUZlL,3.36e-06,1,105,-71.320.000.000.000.000,1,Lookin Ass,51,538,114.026,Young Money - Lookin Ass
357,2014,221,SZA,682,222165,551,0,4N0VFSI2wJu2NzwUuI0sMz,2.23e-05,8,133,-8.746,1,HiiiJack,50,288,73.988,SZA - HiiiJack
423,2014,102,Jason Aldean,588,225680,743,0,267txPAKdhzYpRPWWSrH36,"1,69E+11",8,754,-5.942,1,Tryin' to Love Me,48,346,13.194.299.999.999.900,Jason Aldean - Tryin' to Love Me
634,2014,782,Mac DeMarco,785,248172,285,0,7nxi8DUA9Iw6nnpGN3M9Zd,5.479.999.999.999.990,4,995,-14.635,1,Let My Baby Stay,53,312,89.875,Mac DeMarco - Let My Baby Stay
301,2014,145,Kenny Chesney,534,270867,7.020.000.000.000.000,0,0hlou0hEfL2aS9FpJMX2OW,472,7,0.12,-5.442,1,Flora-Bama,48,251,84.025,Kenny Chesney - Flora-Bama
276,2014,718,Nicki Minaj,7.509.999.999.999.990,293733,463,1,0MVUm3Nied9ocRAkDjRWvP,1.6e-05,1,105,-10.966,1,All Things Go,48,281,124.009,Nicki Minaj - All Things Go
8.240.000.000.000.000,2014,162,Cartel De Santa,7.509.999.999.999.990,266973,0.76,1,5LaFx91BE5YY9DpXml7L3Y,0.0,7,242,-4.867,0,Me Alegro de Su Odio 2014,60,524,140.743,Cartel De Santa - Me Alegro de Su Odio 2014
175,2014,8.220.000.000.000.000,Lana Del Rey,255,181960,468,0,1KuVEZR4xuQVNr1KkanAV4,248,7,339,-6.43,0,The Other Woman,55,317,111.67,Lana Del Rey - The Other Woman
338,2014,739,Lindsey Stirling,465,261720,8.959.999.999.999.990,0,2y3s9d5xLQ7CZOuaPoIWhj,1.7e-05,4,972,-4.63,0,Master of Tides,48,676,127.936,Lindsey Stirling - Master of Tides
3.229.999.999.999.990,2014,866,Sleeping At Last,3.670.000.000.000.000,259376,139,0,7HQCXYyaBmhugyRDvy4V7m,0.0,7,111,-12.903,1,North,53,465,85.695,Sleeping At Last - North
493,2014,104,One Direction,507,255320,889,0,556dq53fPiJ1aiXRSXI2bA,0.0,8,931,-5.652,1,"Rock Me - Live Version from The Motion Picture ""One Direction: This Is Us""",59,468,83.992,"One Direction - Rock Me - Live Version from The Motion Picture ""One Direction: This Is Us"""
383,2014,173,5 Seconds of Summer,378,180421,914,0,6s74UWM63X9K3koAfU9KUl,0.0,9,281,-46.560.000.000.000.000,1,Everything I Didn't Say,49,955,174.94,5 Seconds of Summer - Everything I Didn't Say
499,2014,88,My Chemical Romance,518,200787,772,0,2M8g01v2vUMn39YQ10l7ef,421,7,224,-5.124,1,Fake Your Death,53,23,100.137,My Chemical Romance - Fake Your Death
657,2014,334,BTS,527,232692,6.729.999.999.999.990,0,7FrZ7P6NCaBT3yqq7Dc8Mm,0.0,0,159,-5.401,0,Like (Slow Jam Remix),55,196,99.606,BTS - Like (Slow Jam Remix)
349,2014,4.2e-05,Interpol,288,262427,907,0,41g3tCnqP8yTauiPQPndVO,579,7,277,-5.752.999.999.999.990,1,All The Rage Back Home,55,576,8.448.299.999.999.990,Interpol - All The Rage Back Home
415,2014,749,WALK THE MOON,446,241253,8.809.999.999.999.990,0,3MYWKl8ScgDu3sAvyneMCG,0.0,2,0.13,-4.368,1,Portugal,49,545,169.889,WALK THE MOON - Portugal
928,2014,227,Cartel De Santa,742,214800,8.109.999.999.999.990,1,2A8uTvD5vk4grVqsJNIlKH,"6,67E+10",8,582,-3.145,1,Para Cada Loco (feat. Millonario),60,912,17.403.900.000.000.000,Cartel De Santa - Para Cada Loco (feat. Millonario)
309,2014,499,Diplo,634,263716,7.240.000.000.000.000,0,7aaeZpSr54XQKSwMYO5JeH,193,5,732,-58.420.000.000.000.000,0,Revolution (feat. Faustix & Imanos and Kai),54,546,148.024,Diplo - Revolution (feat. Faustix & Imanos and Kai)
0.37,2014,613,Mitski,297,132000,263,0,6MjiSBqVWiJCki6aUWV7h7,1.19e-06,2,935,-9.752,1,Texas Reznikoff,50,347,14.564.700.000.000.000,Mitski - Texas Reznikoff
754,2014,306,Jason Mraz,579,256973,363,0,1qvToOLpOdxoxmEyebs0Wi,692,7,111,-14.185,1,Love Someone,48,308,97.955,Jason Mraz - Love Someone
235,2014,513,Imagine Dragons,545,230013,607,0,7fvgzmfXxrdTcrL3xh2cBD,1.33e-06,1,207,-6.778,1,Polaroid,48,356,76.987,Imagine Dragons - Polaroid
7.140.000.000.000.000,2014,681,Big & Rich,503,223707,8.220.000.000.000.000,0,6hQNZOmjGuiJuArVQLSKro,0.0,11,145,-4.941,1,Look at You,48,506,164.013,Big & Rich - Look at You
105,2014,217,G-Eazy,544,326813,557,1,5lffpGkK5A4SAQdJSfTJso,125,7,771,-10.554,1,Downtown Love (feat. John Michael Rouchell),50,765,87.97,G-Eazy - Downtown Love (feat. John Michael Rouchell)
405,2014,287,I Prevail,479,209533,952,0,6sCGVAUwValfBkChJaFThx,2.52e-05,11,345,-45.310.000.000.000.000,0,Crossroads,51,557,158.988,I Prevail - Crossroads
531,2014,159,Whiskey Myers,389,197187,8.340.000.000.000.000,0,4lXBIshfa0juWxi6odtLHt,0.0,9,116,-3.629,1,Early Morning Shakes,47,851,152.346,Whiskey Myers - Early Morning Shakes
795,2014,171,BTS,7.959.999.999.999.990,257301,878,0,2IIhviXBY0Ikmlbm2DHByJ,0.0,1,234,-3.325,1,Hip Hop Phile,57,185,144.001,BTS - Hip Hop Phile
0.8,2014,368,Theory of a Deadman,5.870.000.000.000.000,216000,901,1,4jgyACD7IpzYzTtbUr7NAT,0.0,11,379,-3.759,1,Blow,49,37,146.041,Theory of a Deadman - Blow
963,2014,3.229.999.999.999.990,Los Tigres Del Norte,563,197133,7.170.000.000.000.000,0,50H4ZUUhL8MLHCw1eREp07,3.83e-05,9,344,-4.21,0,La Bala,56,552,195.992,Los Tigres Del Norte - La Bala
374,2014,849,Glass Animals,649,222840,5.720.000.000.000.000,0,5INGJmayE2uzCeGZozNJC2,141,11,782,-9.28,0,Flip,50,431,127.99,Glass Animals - Flip
7.020.000.000.000.000,2014,127,Tim McGraw,4.920.000.000.000.000,215173,823,0,28efjJXBm1CuCmqle5HK2w,0.0,6,523,-8.526,1,Just To See You Smile,48,297,94.342,Tim McGraw - Just To See You Smile
7.959.999.999.999.990,2014,183,Chayanne,695,205920,954,0,2wlptOJ1g5fvLdu6ruKCKU,0.0,0,249,-35.010.000.000.000.000,1,Madre Tierra (Oye),66,607,124.961,Chayanne - Madre Tierra (Oye)
165,2014,0.79,Ben Howard,393,343787,595,0,5RySo0AAUR0reTHSCvb6HC,297,7,115,-9.825,0,Small Things,58,405,135.797,Ben Howard - Small Things
117,2014,419,ODESZA,596,277333,539,0,01YmDEvbiVb5q5eCGNlB6U,317,2,783,-9.318,1,White Lies (feat. Jenni Potts),49,472,8.996.600.000.000.000,ODESZA - White Lies (feat. Jenni Potts)
742,2014,477,Jon Pardi,0.61,198613,867,0,3rYOzxOIYjq2hXPRFjCQ2v,0.0,4,0.14,-3.677,1,Missin' You Crazy,48,332,117.009,Jon Pardi - Missin' You Crazy
552,2014,238,Slipknot,0.44,290427,975,1,4V3E6xAnGspUos2Sx74w6n,159,11,407,-2.024,1,Lech,54,806,147.938,Slipknot - Lech
745,2014,744,The Growlers,0.65,249267,728,0,4lNdwUwfLs4ogOGN2qzaxD,406,2,353,-7.27,1,Love Test,49,263,114.988,The Growlers - Love Test
214,2014,531,Alabama,431,291853,408,0,5AlAhGxcaynbZwjhokML5R,0.0,8,929,-8.411,1,Angels Among Us,49,309,14.302.200.000.000.000,Alabama - Angels Among Us
364,2014,733,Shakira,541,239333,628,0,1eIk4CkooTRycHSDfaShLC,0.0,0,56,-4.682,0,Empire,52,603,80.027,Shakira - Empire
631,2014,835,Colbie Caillat,597,208493,0.6,0,6dToZXQLpfPJfZWoRPhY3Q,0.0,4,919,-4.664,1,Never Getting Over You,48,29,13.296.200.000.000.000,Colbie Caillat - Never Getting Over You
594,2014,158,Kevin Gates,688,255932,775,1,6WYLTRkDw5PZj9vzI6Vnjq,0.0,0,369,-7.362.999.999.999.990,1,Get up on My Level,47,101,134.004,Kevin Gates - Get up on My Level
298,2014,119,Rae Sremmurd,943,319724,528,1,32a5eLrlrKiXrqb1D16CUY,0.0,1,147,-5.565,1,No Flex Zone - Remix,51,168,120.068,Rae Sremmurd - No Flex Zone - Remix
489,2014,809,The Piano Guys,602,241840,667,0,1wpyVNJcutD5uYyjDreWaW,892,8,109,-7.55,1,Let It Go,54,317,14.003.799.999.999.900,The Piano Guys - Let It Go
304,2014,309,Dan + Shay,514,239080,639,0,1kFZQBIMd4RGiY4DhTtWXX,0.0,10,247,-6.064,1,First Time Feeling,49,271,140.047,Dan + Shay - First Time Feeling
611,2014,551,Christina Perri,667,199533,622,0,7wlUU1sJ9Md89P1xgLyUGV,0.0,5,473,-5.294,1,be my forever (feat. Ed Sheeran),48,826,76.471,Christina Perri - be my forever (feat. Ed Sheeran)
932,2014,0.41,La Adictiva Banda San José de Mesillas,942,154627,586,0,0HfQLHvzSzPFCLKBpjCT16,4.56e-05,10,129,-3.74,1,Un Fin en Culiacán,48,587,120.064,La Adictiva Banda San José de Mesillas - Un Fin en Culiacán
436,2014,326,Chris Brown,624,268800,0.6,1,7EJ1CjaeHobTNQCJOrFmpZ,0.0,1,138,-7.935,1,Autumn Leaves (feat. Kendrick Lamar),56,289,73.059,Chris Brown - Autumn Leaves (feat. Kendrick Lamar)
499,2014,544,Kenny Chesney,499,250533,8.220.000.000.000.000,0,1Lh8n5owE0h0hgqWfqtvuD,197,4,272,-7.122.000.000.000.000,1,Til It's Gone,48,49,8.648.100.000.000.000,Kenny Chesney - Til It's Gone
606,2014,459,The Kooks,764,308569,8.290.000.000.000.000,0,0hIGUS1PQbv5NIrHIf6Fza,184,1,104,-5.261,1,Sweet Emotion,58,711,98.02,The Kooks - Sweet Emotion
0.25,2014,674,Sturgill Simpson,424,152027,274,0,0e4GxC1u8gzQ98RrbQTiCn,734,11,121,-9.795,1,Just Let Go,47,372,170.139,Sturgill Simpson - Just Let Go
628,2014,547,Dan + Shay,628,210080,8.390.000.000.000.000,0,5zXPsVuwJ4vLBcxAWzrnD6,0.0,11,361,-4.817,1,What You Do to Me,49,384,131.994,Dan + Shay - What You Do to Me
296,2014,0.14,The Neighbourhood,511,267067,622,1,7ofaLUVPCwrPrKY6Rk6c0b,4.95e-05,9,158,-5.093.999.999.999.990,0,Jealou$y (feat. Casey Veggies & Kossisko),55,0.15,150.909,The Neighbourhood - Jealou$y (feat. Casey Veggies & Kossisko)
573,2014,635,BTS,643,226425,903,0,4AO4ayRhZI2e16fqkVpkJP,0.0,2,0.33,-29.760.000.000.000.000,1,24/7=Heaven,56,117,96.068,BTS - 24/7=Heaven
261,2014,538,Mitski,5.329.999.999.999.990,174760,306,0,0eYmkWPJqioxUgSh9pVzS5,0.39,2,0.11,-13.659,1,I Will,50,355,137.983,Mitski - I Will
247,2014,754,Rick Ross,7.390.000.000.000.000,289627,0.52,1,39RWgrQOBCLQH88wy0TBm9,0.0,9,382,-6.301,1,Sanctified,50,679,126.037,Rick Ross - Sanctified
688,2014,151,Train,0.61,205973,8.170.000.000.000.000,0,2GxGYGrixbXPFojONbzdo9,9.09e-06,0,998,-4.775,1,Angel in Blue Jeans,55,331,115.036,Train - Angel in Blue Jeans
228,2014,247,Tim McGraw,498,223533,635,0,7a0joWRrLhlaJMSd2rqaMW,"3,42E+11",0,133,-3.516,1,My Little Girl - from the motion picture My Friend Flicka,49,256,144.476,Tim McGraw - My Little Girl - from the motion picture My Friend Flicka
631,2014,357,Tim McGraw,445,235280,682,0,2R0eqSxBNxlKmfLjAwaj0C,7.28e-06,10,109,-6.686,1,When The Stars Go Blue,48,289,181.64,Tim McGraw - When The Stars Go Blue
482,2014,716,Anderson .Paak,506,194011,6.709.999.999.999.990,1,0YOTE8vEGduSABT8QE55rK,865,6,765,-58.020.000.000.000.000,0,Already,49,306,75.014,Anderson .Paak - Already
659,2014,101,Pentatonix,8.029.999.999.999.990,212693,528,0,4hxemf0pE0mSzubgsfRLWu,2.56e-06,11,748,-7.529,1,Rather Be,54,431,122.026,Pentatonix - Rather Be
397,2014,0.98,Wolfgang Amadeus Mozart,679,532945,236,0,5xy3Uab6bTfP08D0rhBmfL,758,2,0.07,-25.717,1,"Clarinet Concerto in A Major, K. 622: 2. Adagio",47,447,72.708,"Wolfgang Amadeus Mozart - Clarinet Concerto in A Major, K. 622: 2. Adagio"
243,2014,258,The Black Keys,647,222960,465,0,1pwWrPxonLIE12WWu9NzgU,149,6,111,-10.272,0,Turn Blue,54,245,94.035,The Black Keys - Turn Blue
123,2014,954,G-Eazy,615,188920,5.489.999.999.999.990,1,3eqfEoBJPQDlUZQzOP0cly,101,2,109,-7.34,1,Complete,50,112,144.099,G-Eazy - Complete
1.639.999.999.999.990,2014,7.509.999.999.999.990,Ingrid Michaelson,292,283267,281,0,4eZP0Tyh1p06Nk1aHOzNrt,801,5,113,-11.569,1,Over You,52,288,89.256,Ingrid Michaelson - Over You
411,2014,344,5 Seconds of Summer,518,188021,918,0,4wZylaFgBTGMf3E1xzU49Y,0.0,2,312,-4.518,1,Social Casualty,48,75,169.884,5 Seconds of Summer - Social Casualty
373,2014,225,Future,479,316067,593,1,2ML7vSeIZEmOCOiLUmz7Sv,0.0,7,207,-7.739,1,Throw Away,49,613,125.035,Future - Throw Away
192,2014,954,Casting Crowns,342,281427,151,0,2PuvIyN4e2w2i4GIjWCqsB,0.0,10,157,-12.397,1,Broken Together,49,363,8.835.799.999.999.990,Casting Crowns - Broken Together
614,2014,104,Linkin Park,0.44,195893,993,0,3S8MFB68isPbRVgaU0MaIW,0.0,2,964,-34.810.000.000.000.000,0,Wastelands,58,184,169.77,Linkin Park - Wastelands
447,2014,938,Glee Cast,406,219040,177,0,4VlWvWf3gOF2yZ0SOyUCtX,7.8e-05,5,121,-11.218,1,Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version),56,35,112.853,Glee Cast - Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version)
8.370.000.000.000.000,2014,127,BTS,585,288771,0.98,0,5XQjspYTlLobTIWdWjJ3Jj,0.0,5,6.920.000.000.000.000,-826,1,BTS Cypher Pt.2: Triptych,56,0.37,141.945,BTS - BTS Cypher Pt.2: Triptych
879,2014,159,Trey Songz,0.67,275413,435,1,6RUW0LBZ49ydQ0h8hppYSk,1.07e-05,10,135,-10.314,1,Mr. Steal Your Girl,50,513,110.08,Trey Songz - Mr. Steal Your Girl
342,2014,7.91e-05,I Prevail,0.51,236200,951,0,2BBwKogsgV6n2wxbC7MGFC,"3,56E+11",11,408,-6.43,0,Heart Vs. Mind,50,0.3,145.841,I Prevail - Heart Vs. Mind
955,2014,245,Cartel De Santa,5.329.999.999.999.990,194787,0.89,1,0gEQuV07NblpCGECSGqczG,0.0,1,278,-4.787,1,A Ti Te da Besitos,60,249,84.368,Cartel De Santa - A Ti Te da Besitos
376,2014,214,Ariana Grande,662,192227,7.659.999.999.999.990,0,1rNop31kdDmSj3Ds6xhIeS,0.0,7,324,-5.694,1,Hands On Me,54,377,97.959,Ariana Grande - Hands On Me
316,2015,157,Disturbed,373,257836,991,0,7FChJg2hPG2uAZ3hmDg6xL,1.29e-06,7,162,-2.101,1,Immortalized,58,214,197.973,Disturbed - Immortalized
953,2015,487,Los Huracanes del Norte,893,143920,604,0,7pyAF0dBag9O31t5xKtHsL,5.87e-06,5,815,-61.370.000.000.000.000,1,Pa Que Te Casabas Juan,56,699,110.522,Los Huracanes del Norte - Pa Que Te Casabas Juan
581,2015,219,Cody Jinks,508,176765,662,0,16mWMgcGZoxzm9KcHUTPOw,18,0,125,-7.349,0,Ready for the Times to Get Better,51,293,86.031,Cody Jinks - Ready for the Times to Get Better
298,2015,597,Mac Miller,649,279733,7.829.999.999.999.990,1,7uhniEFBcLsYD4W92E0Nx2,0.0,5,735,-7.187,0,Jump,53,734,132.986,Mac Miller - Jump
364,2015,526,Tim McGraw,474,227333,528,0,7nEdCj0MFbGWOxwjlpPesa,0.0,7,109,-8.588,1,It's Your Love,54,276,144.366,Tim McGraw - It's Your Love
394,2015,347,Earl Sweatshirt,732,153120,473,1,228nYWqXzsBS9Ha0SIpM7q,0.0,1,366,-7.197,1,Wool (feat. Vince Staples),53,271,4.781.100.000.000.000,Earl Sweatshirt - Wool (feat. Vince Staples)
993,2015,431,Toby Fox,644,106435,826,0,3aiGshuqYhdBBBhHqRf6jn,969,1,103,-9.578,1,Spider Dance,57,544,114.928,Toby Fox - Spider Dance
556,2015,181,Missy Elliott,932,192773,8.190.000.000.000.000,1,7IAa7vUJ11STN7le8XaxsH,6.81e-06,8,577,-3.484,0,WTF (Where They From) [feat. Pharrell Williams],55,203,119.941,Missy Elliott - WTF (Where They From) [feat. Pharrell Williams]
362,2015,904,Logic,664,173493,821,1,5psz20rVFNRlt0u9cpzBpY,6.7e-06,7,134,-6.134,0,Upgrade,53,698,165.977,Logic - Upgrade
685,2015,6.920.000.000.000.000,Kacey Musgraves,753,217880,454,0,0E5ZrgbRKXwGvNhwzRaDGL,1.21e-06,1,973,-9.074,1,Late To The Party,52,258,105.997,Kacey Musgraves - Late To The Party
188,2015,879,$uicideBoy$,804,116936,628,1,6UIebetubMSW1SB74VabKk,123,10,79,-4.563,1,Sunshine,57,454,148.003,$uicideBoy$ - Sunshine
6.459.999.999.999.990,2015,456,Disturbed,512,256853,968,0,2AQq1I0LiIgfJ7vVLptvy8,1.24e-06,6,115,-3.874,1,The Light,58,658,160.102,Disturbed - The Light
199,2015,191,Alina Baraz,379,216000,556,0,3HURquaJYVQDG7J47VnYL8,0.0,2,475,-7.82,0,Maybe,52,0.31,180.321,Alina Baraz - Maybe
457,2015,5.670.000.000.000.000,Brent Faiyaz,438,264774,176,1,4tR4H5hTmHWZ7UskqSkzWp,14,11,108,-15.466,0,Allure,53,625,171.963,Brent Faiyaz - Allure
283,2015,397,$uicideBoy$,6.940.000.000.000.000,127524,711,1,0LLeuNBWPOg3XA73yab3PT,0.0,8,112,-5.525,1,T.R.U. (Totally Rotten Underground),55,221,138.049,$uicideBoy$ - T.R.U. (Totally Rotten Underground)
216,2015,513,Mac Miller,8.370.000.000.000.000,223120,6.990.000.000.000.000,1,4lIVN4LUJCmweoGJmk6hK9,0.0,10,262,-4.301,0,When in Rome,53,74,124.04,Mac Miller - When in Rome
541,2015,313,TobyMac,708,221627,0.7,0,4Opt8AwROn5AXMQ20mNvHq,0.0,5,276,-5.449,0,Move (Keep Walkin’),52,324,115.995,TobyMac - Move (Keep Walkin’)
321,2015,192,Alessia Cara,378,212933,752,0,5leOhwmC0JYwAPxo6zGUHP,0.0,9,172,-4.352,1,Seventeen,52,399,95.605,Alessia Cara - Seventeen
447,2015,115,Kali Uchis,738,206526,535,0,4atsB8EjUKY1kWg8KVag9h,0.0,2,215,-5.822,1,Lottery,54,472,95.03,Kali Uchis - Lottery
696,2015,372,Zac Brown Band,405,239747,928,0,5rpjEBQVAVKDDIPa5dI37A,204,8,944,-3.222,1,Heavy Is the Head,53,503,17.096.900.000.000.000,Zac Brown Band - Heavy Is the Head
196,2015,165,Miguel,5.429.999.999.999.990,314053,667,1,5OFKWrKbS8iTIGxgjyHDzW,2.69e-05,8,0.15,-7.332.999.999.999.990,1,Coffee (F***ing) (feat. Wale),54,633,162.067,Miguel - Coffee (F***ing) (feat. Wale)
0.37,2015,187,Lil Uzi Vert,855,146571,775,1,2sO7QVPRKEPyY5RcG3N6Ic,0.0,10,0.15,-3.856,0,Super Saiyan,52,392,128.067,Lil Uzi Vert - Super Saiyan
162,2015,793,Travis Scott,5.539.999.999.999.990,166320,0.54,1,5H25xsIuRWUI8GwcoAoeSG,1.05e-06,1,158,-5.687,1,Piss On Your Grave (feat. Kanye West),56,905,116.877,Travis Scott - Piss On Your Grave (feat. Kanye West)
