mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,pei indie,928,484,169662.0,183,5.5e-05,971,-9.942,309,79.76,389,53.0,11
1,permanent wave,2.033.357.450.311.150,5.204.751.447.798.440,24.368.302.356.203.200,6.652.348.496.234.450,9.752.772.356.899.320,19.477.415.318.923.200,-8.804.559.939.717.250,535.998.348.361.288,12.335.589.215.278.400,5.358.394.438.385.760,4.252.939.460.781.840,9
1,perreo,1.759.488.249.206.550,720.828.705.739.502,25.241.226.308.561.100,7.198.900.078.878.550,7.294.809.018.615.490,20.505.545.723.167.300,-6.507.106.784.021.810,1.584.226.417.329.680,1.274.837.124.013.240,6.603.446.902.929.680,57.359.123.205.823.300,1
1,persian pop,5.635.416.666.666.660,6.526.249.999.999.990,29.539.428.125,4.548.125,"2,40E+11",16.565.625,-112.831.875,7.854.791.666.666.660,12.545.676.041.666.600,6.839.895.833.333.330,3.633.333.333.333.330,4
0,persian traditional,7.891.999.999.999.990,4.644,309391.65,33.930.000.000.000.000,11.517.399.999.999.900,20.911,-100.659,45.910.000.000.000.000,11.276.355,47.185,32.6,0
0,perth indie,435,0.51,185625.0,831,3.14e-06,34.600.000.000.000.000,-45.139.999.999.999.900,606,128.025,376,61.0,7
1,peruvian hip hop,3.415,6.729.999.999.999.990,387968.5,7.855.000.000.000.000,0.0,16.655,-44.510.000.000.000.000,3.015,13.292.399.999.999.900,675,60.5,11
1,peruvian rock,4.886.545.454.545.450,5.652.363.636.363.630,2.426.811.454.545.450,7.301.272.727.272.720,23.012.218.181.818.100,13.539.636.363.636.300,-7.726.545.454.545.450,5.814,13.011.821.818.181.800,7.573.090.909.090.900,42.163.636.363.636.300,11
0,pet calming,711,659,29.213.266.666.666.600,3.680.000.000.000.000,6.006.666.666.666.660,39.526.666.666.666.600,-13.688.333.333.333.300,14.376.666.666.666.600,100.647,5.203.333.333.333.330,4.166.666.666.666.660,6
1,philly indie,10.455.050.617.159.900,482.338.372.305.444,23.210.467.355.529.100,768.406.360.370.235,916.683.565.418.341,2.039.783.727.621.480,-6.725.021.335.708.190,49.993.351.905.979.700,12.896.340.423.669.400,5.586.092.284.739.980,4.929.328.796.736.080,4
1,philly rap,12.631.905.053.740.300,7.244.449.727.042.060,2.646.288.690.781.750,7.512.130.853.914.340,740.876.083.377.338,2.585.705.318.451.590,-6.737.981.345.155.030,23.700.819.892.292.500,1.085.841.374.125.280,626.825.218.121.875,460.729.548.257.681,6
1,philly soul,3.807.428.406.376.160,6.016.296.773.898.460,27.564.063.448.628.000,5.873.505.530.037.410,4.380.057.543.802.060,1.945.116.000.787.080,-9.637.061.442.249.590,58.379.698.118.727.100,11.674.928.625.027.300,6.658.978.285.730.220,33.545.467.765.541.000,0
1,phoenix indie,9.174.713.333.333.330,6.664.000.000.000.000,290702.2,7.396.666.666.666.660,7.489.559.999.999.990,12.100.000.000.000.000,-73.078,4.847.333.333.333.330,11.087.586.666.666.600,7.334.666.666.666.660,4.306.666.666.666.660,7
1,phonk,1.831.261.735.714.280,7.353.703.373.015.870,1.785.147.493.055.550,6.032.942.460.317.460,18.639.322.823.412.600,19.860.843.253.968.200,-8.153.143.650.793.650,15.605.771.825.396.800,11.895.957.083.333.300,5.255.949.404.761.900,5.403.204.365.079.360,1
1,pianissimo,395,6.859.999.999.999.990,183907.0,6.629.999.999.999.990,5.39e-05,506,-11.804,473,82.052,0.96,59.0,3
1,piano blues,7.822.559.801.397.140,5.923.551.951.627.180,2.607.644.505.444.940,3.813.071.044.755.550,3.048.206.114.200.320,16.881.023.732.535.100,-13.492.974.762.097.600,8.866.682.487.784.340,11.598.487.597.218.200,6.622.312.890.413.320,2.223.708.408.308.060,7
1,piano cover,9.148.692.307.692.300,4.789.000.000.000.000,2.170.536.769.230.760,12.530.076.923.076.900,8.629.792.307.692.300,11.817.692.307.692.300,-1.985.190.769.230.760,5.104.846.153.846.150,14.093.985.384.615.300,2.783.307.692.307.690,5.447.692.307.692.300,7
0,piano mpb,3.993.228.571.428.570,4.824.809.523.809.520,22.064.630.476.190.400,5.477.666.666.666.660,8.707.227.238.095.230,13.635.619.047.619.000,-13.787.704.761.904.700,638,12.187.474.285.714.200,6.327.047.619.047.610,3.367.142.857.142.850,6
1,piano rock,3.766.208.915.650.390,5.100.326.025.564.310,2.353.305.767.498.540,5.789.122.885.750.550,22.728.206.265.795.100,18.640.857.969.814.100,-7.997.518.527.523.050,5.329.303.644.846.040,1.248.335.699.764.290,4.425.177.532.517.800,4.573.831.623.257.680,11
1,pibroch,867,3.685,282986.5,21.895,7.145,21.899.999.999.999.900,-20.738.000.000.000.000,357,12.701.649.999.999.900,526,36.0,0
1,piedmont blues,7.786.818.051.841.940,6.107.426.934.789.060,21.590.170.458.630.400,3.867.943.898.915.620,1.225.788.391.444.590,1.753.541.817.067.730,-1.222.868.545.194.590,5.302.456.680.778.370,10.900.087.362.596.500,6.507.078.709.893.040,25.195.736.779.560.300,4
1,pinoy hip hop,3.771,74.125,203918.75,6.259.166.666.666.660,2.720.669.166.666.660,21.286.666.666.666.600,-79.869.166.666.666.600,8.285.833.333.333.330,12.657.791.666.666.600,8.686.666.666.666.660,4.733.333.333.333.330,8
1,pinoy indie,3.563.333.333.333.330,5.451.666.666.666.660,24.368.583.333.333.300,5.736.666.666.666.660,4.936.986.666.666.660,1.608.166.666.666.660,-7.738.166.666.666.660,5.295,15.932.466.666.666.600,4.858.333.333.333.330,6.216.666.666.666.660,7
1,pinoy pop punk,176,604,284987.0,7.559.999.999.999.990,0.0,106,-4.85,352,120.436,308,57.0,2
1,pinoy praise,351.918,35.700.000.000.000.000,242831.25,53.145,"7,50E-02",29.956.666.666.666.600,-986.225,3.635.833.333.333.330,13.839.791.666.666.600,28.935,4.983.333.333.333.330,7
0,pinoy r&b,8.889.999.999.999.990,5.853.333.333.333.330,19.480.233.333.333.300,3.443.333.333.333.330,"2,93E+11",11.433.333.333.333.300,-8.542,52.366.666.666.666.600,12.094.366.666.666.600,7.333.333.333.333.330,0.0,5
1,pinoy reggae,4.766.403.174.603.170,6.094.650.793.650.790,2.827.412.238.095.230,4.255.111.111.111.110,32.788.515.238.095.200,1.091.379.365.079.360,-10.879.096.825.396.800,5.000.142.857.142.850,13.720.270.793.650.700,4.988.174.603.174.600,5.603.333.333.333.330,9
1,pinoy rock,3.325.145.922.276.950,4.918.931.308.155.440,27.336.878.407.224.900,5.558.745.210.727.960,34.308.544.663.382.500,18.005.618.500.273.600,-9.376.826.491.516.140,3.881.773.399.014.770,13.180.084.756.431.300,3.960.491.242.474.000,562.183.908.045.977,7
0,pinoy traditional,0.64,5.635,122730.0,6.983.749.999.999.990,7.633.749.999.999.990,2.282,-1.209.625,6.659.999.999.999.990,1.501.835,78.125,13.375,7
1,pinoy trap,5.072,6.615,22.269.449.999.999.900,4.928.333.333.333.330,5.441.338.333.333.330,10.473.333.333.333.300,-7.432.833.333.333.330,4.471.666.666.666.660,11.314.583.333.333.300,7.753.333.333.333.330,2.866.666.666.666.660,5
1,pirate,3.918.774.875.000.000,569.625,242.790.125,67.825,95.432.699.375,3.021.625,-7.479.125,9.130.625,1.236.344.375,5.626.625,468.125,7
1,pittsburgh indie,2.882.821.428.571.420,7.250.535.714.285.710,21.135.305.357.142.800,5.791.071.428.571.420,16.555.895.999.999.900,36.835,-9.016.214.285.714.280,1.464.857.142.857.140,12.067.364.285.714.200,6.104.821.428.571.420,5.651.785.714.285.710,11
1,pittsburgh rap,4.175.362.683.593.740,6.828.354.073.660.710,2.049.192.544.921.870,5.666.552.176.339.280,17.796.024.687.500.000,21.735.592.912.946.400,-8.535.313.392.857.140,1.677.828.125,11.430.658.671.875.000,4.203.369.698.660.710,55.826.116.071.428.500,1
1,pittsburgh rock,73.621.575,5.635,262050.0,6.875,25.477.000.000.000.000,16.290.625.000.000.000,-9.342.875,1.187.625,1.275.958.125,711.375,43.25,0
1,pixie,6.649.945.345.885.230,5.117.558.267.533.850,211.852.000.998.392,8.172.323.625.410.990,3.236.583.477.899.370,2.121.873.698.610.410,-4.950.766.429.068.560,8.830.250.521.995.820,13.559.558.897.968.800,4.869.973.628.210.970,53.046.328.429.372.500,6
1,plunderphonics,3.908.285,6.499.999.999.999.990,304286.0,7.695.000.000.000.000,33.605,38.799.999.999.999.900,-68.855,1.149,116.271,348,42.0,9
1,poetry,9.135.261.103.479.850,6.474.718.482.905.980,18.329.573.282.585.400,13.170.355.502.136.700,6.650.640.491.617.060,18.957.971.230.158.700,-21.089.006.120.268.600,7.211.740.613.553.110,1.002.908.489.964.890,3.683.634.081.196.580,5.008.184.523.809.520,11
0,polca paraguaya,9.624.166.666.666.660,4.395,288295.5,18.215,4.459.446.666.666.660,11.591.666.666.666.600,-19.726.166.666.666.600,7.135.833.333.333.330,12.453.866.666.666.600,3.286.833.333.333.330,3.741.666.666.666.660,11
0,polish blues,405,8.079.999.999.999.990,191853.0,35.600.000.000.000.000,976,112,-9.921,545,120.887,871,48.0,6
1,polish classical,8.154.707.666.636.880,34.173.781.472.542.500,24.987.633.971.946.600,2.645.470.590.119.480,5.782.277.973.838.680,20.615.651.127.797.100,-18.783.652.619.111.400,4.931.670.182.652.480,10.619.731.507.180.900,3.656.850.466.315.060,13.943.356.127.648.100,11
1,polish classical piano,9.896.112.414.192.510,3.359.207.709.472.460,3.460.090.693.375.570,934.540.449.179.825,8.725.385.489.826.870,15.744.855.568.046.900,-2.231.374.528.619.520,4.193.757.785.840.410,9.118.350.410.740.340,16.078.014.308.344.800,1.037.911.804.952.270,1
0,polish contemporary classical,7.482,18.525.333.333.333.300,5.719.039.333.333.330,20.601.999.999.999.900,5.584.666.666.666.660,11.364,-1.808.473.333.333.330,45.160.000.000.000.000,1.092.972,50.453.333.333.333.300,4.173.333.333.333.330,2
0,polish jazz,7.696.666.666.666.660,4.023.333.333.333.330,27.212.433.333.333.300,4.463.333.333.333.330,3.253.333.333.333.330,4.247.000.000.000.000,-14.668.666.666.666.600,43.733.333.333.333.300,9.238.266.666.666.660,2.426.666.666.666.660,40.0,3
1,polish modern jazz,925,295,345707.0,103,887,901,-21.58,412,78.404,112,52.0,7
0,polish pop,489,5.920.000.000.000.000,179500.0,336,0.0,114,-13.906,387,118.919,555,35.0,5
1,polish post-rock,6.190.000.000.000.000,547,188680.0,8.859.999.999.999.990,232,193,-4.017,308,145.055,294,50.0,8
1,polish reggae,728,493,189867.0,0.51,108,919,-14.658,387,128.04,6.509.999.999.999.990,39.0,9
0,polish rock,405,8.079.999.999.999.990,191853.0,35.600.000.000.000.000,976,112,-9.921,545,120.887,871,48.0,6
1,political hip hop,22.000.697.779.420.800,6.747.720.093.313.890,25.767.929.069.651.400,6.942.969.303.984.960,5.736.999.753.155.490,2.419.950.135.711.600,-7.647.953.324.002.030,2.448.545.979.613.620,10.739.562.562.901.300,6.229.521.091.293.950,4.699.450.498.390.360,1
1,polka,5.912.986.111.111.110,6.096.368.055.555.550,16.496.173.611.111.100,38.729.513.888.888.800,19.104.285.194.444.400,2.254.402.777.777.770,-13.939.868.055.555.500,5.924.166.666.666.660,11.371.313.888.888.800,6.525.729.166.666.660,14.381.944.444.444.400,7
0,polynesian hip hop,14.286.666.666.666.600,6.581.666.666.666.660,2.242.933.333.333.330,662,0.0,1.535,-73.613.333.333.333.300,1.428,13.365.966.666.666.600,4.253.333.333.333.330,58.5,6
1,polynesian pop,3.363.642.922.794.110,7.240.792.738.970.580,23.832.514.016.544.100,5.426.577.205.882.350,19.322.039.364.583.300,15.517.331.035.539.200,-9.266.921.001.838.230,975.280.162.377.451,11.438.947.719.056.300,7.517.178.921.568.620,45.662.101.715.686.200,11
1,polyphony,9.744,24.187,153049.15,15.878.000.000.000.000,29.442.957.000.000.000,21.808.000.000.000.000,-257.648,46.415.000.000.000.000,11.038.809.999.999.900,82.915,43.55,2
0,pony,24.387.907.125,6.646.583.333.333.330,234533.25,5.920.541.666.666.660,986.026,1.844.633.333.333.330,-8.280.174.999.999.990,4.426.166.666.666.660,11.440.525.833.333.300,5.228.750.000.000.000,5.576.666.666.666.660,9
1,pop,2.768.728.321.083.950,6.283.487.609.342.720,21.633.625.914.160.700,6.110.411.670.955.780,25.298.432.106.721.700,17.507.254.917.649.600,-6.977.412.638.822.680,8.578.437.253.633.990,11.964.966.609.362.600,479.474.178.078.711,6.074.590.869.085.360,1
1,pop argentino,14.052.908.333.333.300,6.018.541.666.666.660,2.339.849.625,7.176.791.666.666.660,10.753.680.000.000.000,2.944.083.333.333.330,-64.269.541.666.666.600,33.615.000.000.000.000,1.064.696,6.650.166.666.666.660,62.75,7
1,pop chileno,4.416.250.000.000.000,483.125,244.205.125,4.832.500.000.000.000,6.02e-06,16.709.999.999.999.900,-9.439,38.275,13.271.825,272.125,48.25,2
1,pop dance,14.683.404.869.229.100,650.180.395.135.219,22.104.741.129.730.400,7.292.535.709.284.440,6.549.234.467.532.380,1.822.426.357.223.950,-581.560.316.966.756,8.260.194.074.045.850,12.340.860.269.418.700,5.046.876.899.496.240,58.691.473.544.350.300,7
1,pop edm,11.280.539.200.336.700,6.025.364.511.517.280,22.001.750.338.303.600,7.679.612.126.556.570,7.177.709.456.292.420,17.646.959.702.848.500,-5.260.801.688.846.130,6.681.523.502.217.940,1.271.086.913.459.990,4.016.228.568.756.340,5.742.577.360.910.690,7
0,pop electronico,11.711.166.666.666.600,7.360.333.333.333.330,20.779.006.666.666.600,7.120.666.666.666.660,13.159.500.000.000.000,9.884.166.666.666.660,-76.498.833.333.333.300,6.786.666.666.666.660,11.440.386.666.666.600,6.202,5.558.333.333.333.330,4
1,pop emo,5.628.033.093.267.580,5.207.870.921.361.360,21.003.518.952.651.500,8.231.990.550.500.100,3.583.180.633.553.880,20.812.898.811.073.400,-447.833.258.132.483,6.793.539.937.569.620,1.290.024.112.490.150,5.324.579.522.278.700,4.964.834.891.108.190,6
1,pop flamenco,496.875,6.559.999.999.999.990,230.405.125,58.075,27.294.250.000.000.000,34.037.500.000.000.000,-917.575,6.101.250.000.000.000,11.927.425,6.912.499.999.999.990,51.625,2
1,pop folk,7.400.615.384.615.380,4.846.538.461.538.460,2.581.782.615.384.610,3.035.661.538.461.530,5.664.763.230.769.230,9.642.384.615.384.610,-11.886.996.153.846.100,38.515,11.463.844.615.384.600,26.962.961.538.461.500,5.945.384.615.384.610,3
0,pop house,7.635.447.222.222.220,6.601.444.444.444.440,246503.65,8.314.444.444.444.440,9.530.216.111.111.100,2.213.555.555.555.550,-4.729.855.555.555.550,9.572.666.666.666.660,13.079.122.777.777.700,4.597.333.333.333.330,32.888.888.888.888.800,0
0,pop nacional,15.602.333.333.333.300,7.007.291.666.666.660,20.715.554.166.666.600,7.546.875,19.435.279.166.666.600,17.136.875,-5.847.104.166.666.660,7.628.541.666.666.660,12.741.195.833.333.300,6.438.750.000.000.000,6.747.916.666.666.660,6
1,pop nacional antigas,23.205,4.625,207805.0,53.025,18.411.375,10.235,-875.675,305,1.005.355,5.125,41.75,6
1,pop peruano,3.507,6.550.999.999.999.990,237226.6,7.267.333.333.333.330,23.786.666.666.666.600,9.214.333.333.333.330,-8.935.666.666.666.660,51.039.999.999.999.900,12.644.306.666.666.600,7.953.999.999.999.990,5.246.666.666.666.660,4
1,pop punk,8.442.436.695.214.090,5.043.683.167.300.240,21.445.882.283.873.000,8.016.599.220.850.710,2.343.973.379.579.140,20.945.930.167.648.500,-5.389.664.960.133.230,7.897.306.859.773.980,13.237.501.256.188.700,5.047.606.328.161.720,4.928.804.322.782.330,2
1,pop quebecois,44.257.142.857.142.800,5.597.142.857.142.850,224379.0,5.411.428.571.428.570,1.295.142.857.142.850,18.574.285.714.285.700,-7.836.999.999.999.990,33.699.999.999.999.900,10.908.642.857.142.800,4.527.142.857.142.850,47.0,0
1,pop r&b,2.590.119.894.102.560,6.625.620.368.719.880,23.322.426.327.046.200,5.714.959.089.474.660,7.062.848.053.169.640,1.670.003.355.135.610,-7.501.052.038.415.930,1.283.582.388.700.970,1.190.262.382.174.780,4.534.012.877.212.710,5.592.269.471.396.470,7
1,pop rap,15.932.655.943.384.600,704.426.904.201.038,2.333.242.897.378.810,6.664.405.138.463.620,2.171.438.518.647.680,1.950.590.804.885.020,-644.345.896.801.538,16.099.541.010.598.500,11.836.197.978.522.500,5.334.774.303.001.180,54.958.215.542.089.400,1
1,pop reggaeton,3.722.896.743.996.740,6.479.481.074.481.070,23.120.164.875.864.800,6.651.404.151.404.150,839.542.831.908.832,13.151.605.616.605.600,-7.751.355.514.855.510,8.154.479.039.479.030,12.034.460.134.310.100,7.355.848.595.848.590,511.488.603.988.604,11
1,pop rock,2.288.908.938.476.150,5.459.342.167.004.080,2.393.177.058.185.530,6.612.218.284.225.980,2.870.812.791.467.750,17.851.347.683.151.700,-7.405.357.343.995.190,5.247.520.501.521.870,12.285.332.579.492.800,4.981.057.209.988.820,5.058.087.780.359.600,7
1,pop rock brasileiro,409,568,265040.0,0.7,7.11e-06,838,-5.42,258,131.885,5.710.000.000.000.000,61.0,6
1,pop romantico,4.972.855.461.060.640,5.075.600.491.840.070,21.167.867.837.383.700,4.998.668.200.551.080,2.182.386.690.432.230,22.139.474.961.731.300,-9.895.674.169.541.750,4.166.314.114.961.890,11.136.311.544.536.600,530.424.988.253.295,4.053.679.501.932.050,2
1,pop soul,3.591.548.741.950.110,6.017.466.099.773.240,2.371.691.793.537.410,5.304.335.260.770.970,3.923.089.209.070.290,22.179.358.276.643.900,-7.199.839.705.215.410,9.841.861.904.761.900,11.170.367.158.730.100,4.149.927.789.115.640,6.030.357.142.857.140,2
1,pop venezolano,28.200.340.136.054.400,6.647.755.102.040.810,26.574.671.428.571.400,6.167.959.183.673.460,"1,06E+11",12.456.190.476.190.400,-5.286.102.040.816.320,8.231.904.761.904.760,12.272.974.829.931.900,4.158.571.428.571.420,53.520.408.163.265.200,4
1,pop violin,4.339.337.083.333.330,4.640.875,22.942.866.666.666.600,5.746.861.111.111.110,3.871.931.965.277.770,22.815.416.666.666.600,-913.448.888.888.889,4.484.805.555.555.550,10.594.473.611.111.100,4.203.763.888.888.880,40.986.111.111.111.100,10
1,popgaze,3.285.143,7.228.166.666.666.660,24.637.598.333.333.300,6.146,21.593.426.666.666.600,15.531.666.666.666.600,-10.483.933.333.333.300,3.640.833.333.333.330,12.476.195,7.400.166.666.666.660,55.7,10
1,popping,3.475.901.556.513.400,7.755.369.093.231.160,2.623.699.509.418.900,6.303.474.377.394.630,4.319.004.238.266.280,11.904.046.216.475.000,-8.611.618.079.501.910,1.043.443.406.768.830,10.184.086.612.388.200,6.853.330.858.876.110,4.568.210.408.684.540,11
1,pops orchestra,8.320.688.775.510.200,32.135.599.489.795.900,26.135.627.933.673.400,2.110.625,5.078.769.239.158.160,1.810.586.096.938.770,-1.773.514.540.816.320,7.471.811.224.489.790,12.469.425.573.979.500,31.242.461.734.693.800,21.096.301.020.408.100,5
1,popwave,20.794.808,58.825,317078.25,62.425,139.306.506,19.812,-89.323,327,12.147.765,285,5.765.000.000.000.000,10
1,pornogrind,496,459,293067.0,409,339,103,-13.189,362,81.513,282,31.0,5
0,porro,40.393.333.333.333.300,6.699.333.333.333.330,215484.8,6.372,15.355.999.999.999.900,25.395.999.999.999.900,-6.337.066.666.666.660,8.788.666.666.666.660,12.912.393.333.333.300,8.407.333.333.333.330,3.706.666.666.666.660,9
1,portland hip hop,3.952.122.585.942.050,6.212.528.294.224.620,3.596.689.644.243.160,5.848.956.053.463.280,1.122.818.640.750.740,1.923.027.932.270.420,-9.824.802.606.070.230,16.612.508.113.070.900,11.848.094.248.459.400,3.829.156.152.338.570,36.032.152.126.701.600,11
1,portland indie,5.103.499.039.814.810,6.225.907.407.407.400,20.384.149.490.740.700,5.874.509.259.259.260,38.104.340.092.592.600,1.209.662.037.037.030,-873.215.648.148.148,3.707.638.888.888.880,11.113.059.675.925.900,620.637.962.962.963,469.638.888.888.889,9
1,portland metal,"2,83E+11",1.855,305793.5,9.109.999.999.999.990,2.495,22.699.999.999.999.900,-47.425,903,143.274,31.799.999.999.999.900,50.5,11
1,portland punk,21.189.332.106.060.600,5.539.585.858.585.850,215.496.305.050.505,5.534.505.050.505.050,16.583.032.473.737.300,1.723.400.505.050.500,-7.556.562.626.262.620,3.888.782.828.282.820,1.112.868.782.828.280,4.094.611.111.111.110,4.251.969.696.969.690,7
1,portuguese early music,978,219,219707.0,222,149,837,-16.941,39,72.999,632,0.0,9
1,post-disco,18.832.610.907.094.400,7.011.154.665.104.820,3.282.839.930.667.420,6.203.505.515.076.260,9.143.832.626.956.960,14.213.019.149.405.700,-10.624.688.768.034.800,6.550.743.728.318.050,11.549.252.339.478.400,7.359.536.382.552.090,37.229.396.754.737.300,5
1,post-disco soul,143.304,7.798.250.000.000.000,348.532.375,696.225,4.108.009,13.557.249.999.999.900,-102.552,6.369.500.000.000.000,11.448.965,8.584.499.999.999.990,32.175,7
1,post-doom metal,28.323.000.000.000.000,45.799.999.999.999.900,269489.0,7.756.666.666.666.660,5.903.333.333.333.330,308,-10.847.666.666.666.600,55.066.666.666.666.600,12.365.233.333.333.300,2.483.333.333.333.330,40.0,0
1,post-grunge,47.646.442.099.310.500,47.019.763.263.982.700,2.342.072.425.844.570,8.034.688.299.711.090,25.415.014.695.157.000,17.902.036.585.238.300,-5.478.190.214.531.880,6.168.818.120.808.870,1.304.002.391.769.190,4.318.662.950.743.260,4.949.934.559.165.090,11
1,post-hardcore,5.997.539.988.995.770,4.108.811.922.966.930,22.492.868.947.877.800,8.200.019.708.761.480,16.746.991.912.976.900,23.167.919.975.069.600,-7.209.063.013.993.580,867.160.740.611.059,1.277.279.590.385.260,4.236.825.210.205.990,390.135.967.724.055,9
1,post-metal,"1,01E+11",4.613.333.333.333.330,29.514.666.666.666.600,7.070.000.000.000.000,7.773.333.333.333.330,30.866.666.666.666.600,-14.525,454,13.047.299.999.999.900,2.486.666.666.666.660,34.666.666.666.666.600,0
1,post-minimalism,9.534,4.689.924.999.999.990,224.462.275,19.739.375,91.045,11.867.500.000.000.000,-239.295,40.494.999.999.999.900,1.072.220.375,20.093,466.375,10
1,post-post-hardcore,7.466.722.222.222.220,5.018.333.333.333.330,22.866.822.222.222.200,9.163.333.333.333.330,6.606.111.111.111.110,2.444.444.444.444.440,-4.928.277.777.777.770,8.257.222.222.222.220,13.457.161.111.111.100,3.871.111.111.111.110,3.188.888.888.888.880,10
1,post-punk,14.642.052.210.859.700,5.196.542.024.067.470,23.650.579.457.157.000,6.688.457.339.369.720,2.472.712.274.685.810,18.599.708.867.014.700,-10.100.759.739.743.100,7.495.691.177.256.700,12.637.978.716.934.500,5.686.576.052.076.770,3.399.377.071.632.750,9
1,post-punk argentina,28.381.037.548.022.600,6.000.340.677.966.100,24.577.926.446.327.600,5.498.912.429.378.530,59.498.772.449.717.500,1.809.233.163.841.800,-11.873.592.372.881.300,6.026.162.146.892.650,11.386.593.796.610.100,5.430.685.310.734.460,5.662.853.107.344.630,7
1,post-rock,4.271.263.395.902.110,3.633.692.424.242.420,35.299.011.874.678.900,4.183.925.511.776.350,6.896.162.436.238.900,17.379.186.018.783.400,-13.956.424.523.075.700,4.307.272.030.229.650,10.946.955.881.025.700,1.860.953.633.795.580,44.621.298.334.433.900,2
1,post-romantic era,9.343.074.972.569.350,3.054.565.917.869.980,27.712.580.243.379.900,17.713.156.473.798.300,5.330.145.781.303.010,1.955.154.555.714.380,-19.591.079.590.326.400,630.525.553.841.118,9.971.003.699.992.700,2.118.118.859.255.730,9.613.998.684.798.590,7
1,post-screamo,15.338.821.033.163.200,4.570.176.020.408.160,2.217.332.099.489.790,901.622.831.632.653,10.247.674.241.921.700,20.705.843.537.414.900,-4.319.112.117.346.930,900.208.801.020.408,1.346.359.080.357.140,4.213.289.965.986.390,5.229.124.149.659.860,6
1,post-teen pop,18.458.517.780.183.400,6.218.961.862.520.510,213.898.099.438.974,6.939.990.199.278.740,13.381.521.657.296.200,18.314.365.206.305.400,-58.685.492.360.846.100,7.911.349.414.265.750,1.208.773.267.703.900,5.360.987.924.656.790,57.612.455.759.384.500,7
1,power metal,3.813.874.609.134.200,3.930.701.167.940.150,2.867.202.115.704.110,8.716.039.785.408.900,10.961.287.092.570.600,22.639.038.868.502.600,-6.284.865.703.989.740,746.223.981.983.418,13.198.830.717.102.400,3.591.848.410.940.610,4.759.545.781.212.900,7
1,power pop,11.825.430.873.741.700,5.040.751.023.522.060,2.132.325.558.015.260,7.364.071.978.004.440,687.817.175.913.815,18.219.279.089.617.400,-87.652.456.879.739,5.305.398.704.941.550,13.134.170.767.371.500,6.244.714.014.340.040,35.633.518.707.342.900,4
1,power thrash,1.848.275,34.875,311290.0,887,3.068.225,198.475,-928.175,68.375,12.183.275,0.18,43.75,11
1,power-pop punk,7.646.033.546.296.290,3.982.222.222.222.220,16.433.472.685.185.100,8.630.787.037.037.030,8.354.184.337.962.960,2.563.518.518.518.510,-6.094.472.222.222.220,7.441.574.074.074.070,14.571.859.722.222.200,6.107.685.185.185.180,37.893.518.518.518.500,7
1,praise,3.108.972.325.274.720,4.538.523.076.923.070,3.531.351.339.926.730,6.229.523.809.523.800,27.000.041.267.399.200,2.812.589.597.069.590,-8.927.162.197.802.200,9.007.851.282.051.280,1.185.275.539.194.130,4.457.200.732.600.730,3.415.282.051.282.050,0
1,prepared piano,9.830.714.285.714.280,5.077.142.857.142.850,2.159.752.142.857.140,8.527.857.142.857.140,7.398.571.428.571.420,13.160.714.285.714.200,-2.445.842.857.142.850,7.782.857.142.857.140,1.104.955,15.893.571.428.571.400,2.5,5
1,preschool children's music,5.684.400.324.053.340,7.478.697.622.779.510,13.170.380.485.302.500,4.269.973.615.464.990,15.765.861.397.067.900,18.487.807.368.637.100,-10.852.161.252.923.300,13.608.266.467.009.900,12.025.167.605.395.000,6.900.911.641.040.950,4.276.112.355.077.870,7
1,prog quebec,419,39.899.999.999.999.900,34.125.433.333.333.300,2.963.333.333.333.330,11.234.666.666.666.600,12.663.333.333.333.300,-17.014.666.666.666.600,354,1.304.466.666.666.660,0.3,40.333.333.333.333.300,7
1,progressive alternative,7.070.000.000.000.000,659,209676.0,494,0.0,295,-7.768,238,103.591,354,55.0,0
1,progressive bluegrass,5.372.254.772.849.030,5.364.976.748.969.670,22.900.089.611.392.800,4.846.697.193.280.210,14.938.095.007.916.800,20.800.828.183.736.700,-11.626.984.467.591.600,573.877.490.815.939,12.425.795.361.252.400,6.246.268.195.583.460,3.729.662.284.046.470,7
0,progressive deathcore,3.48e-06,161,276107.0,976,446,915,-8.427.999.999.999.990,913,173.229,241,35.0,11
1,progressive electro house,7.758.764.688.518.680,6.023.679.064.179.060,23.949.611.757.089.700,8.048.160.047.160.040,1.854.980.257.286.570,22.002.284.385.884.300,-4.801.594.427.734.420,7.986.935.571.635.570,12.579.721.601.560.600,38.695.599.429.399.400,52.126.200.646.200.600,11
1,progressive groove metal,7.364.647.681.818.180,3.182.563.636.363.630,3.130.347.131.818.180,9.470.050.000.000.000,2.293.929.329.090.900,1.869.772.727.272.720,-47.386.859.090.909.000,10.884.136.363.636.300,12.130.162.045.454.500,22.348.450.000.000.000,4.811.545.454.545.450,2
0,progressive house,95.542.675.644.506,6.156.527.680.390.600,2.685.417.273.198.370,7.668.431.787.676.250,3.113.139.687.286.460,2.591.163.559.439.300,-6.649.496.304.298.330,7.492.839.406.770.590,12.717.055.278.428.700,3.613.479.877.021.700,32.377.531.657.644.900,11
